slot,interval,lp_purchase_kwh,milp_purchase_kwh,lp_charge_kwh,milp_charge_kwh,lp_discharge_kwh,milp_discharge_kwh,lp_spill_kwh,milp_spill_kwh,lp_soc_close_kwh,milp_soc_close_kwh,milp_z,frozen_lp_purchase_kwh,frozen_lp_charge_kwh,frozen_lp_discharge_kwh
131,21:40-21:50,671.693566666667,671.693566666667,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1200.000000000000,1200.000000000000,0,671.693566666700,0.000000000000,0.000000000000
132,21:50-22:00,1393.790316666667,1393.790316666667,833.333333333333,833.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1950.000000000000,1950.000000000000,1,1393.790316666700,833.333333333300,0.000000000000
133,22:00-22:10,1384.898900000000,1384.898900000000,833.333333333333,833.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2700.000000000000,2700.000000000000,1,1384.898900000000,833.333333333300,0.000000000000
134,22:10-22:20,568.826050000000,568.826050000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2700.000000000000,2700.000000000000,0,568.826050000000,0.000000000000,0.000000000000
135,22:20-22:30,1396.988550000000,1396.988550000000,833.333333333333,833.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,3450.000000000000,3450.000000000000,1,1396.988550000000,833.333333333300,0.000000000000
136,22:30-22:40,1397.759866666667,1397.759866666667,833.333333333333,833.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,4200.000000000000,4200.000000000000,1,1397.759866666700,833.333333333300,0.000000000000
137,22:40-22:50,566.747433333333,566.747433333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,4200.000000000000,4200.000000000000,0,566.747433333300,0.000000000000,0.000000000000
138,22:50-23:00,1399.873766666667,1399.873766666667,833.333333333333,833.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,4950.000000000000,4950.000000000000,1,1399.873766666700,833.333333333300,0.000000000000
139,23:00-23:10,567.830150000000,567.830150000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,4950.000000000000,4950.000000000000,0,567.830150000000,0.000000000000,0.000000000000
140,23:10-23:20,569.358633333333,569.358633333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,4950.000000000000,4950.000000000000,0,569.358633333300,0.000000000000,0.000000000000
141,23:20-23:30,1403.663516666667,1403.663516666667,833.333333333333,833.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,5700.000000000000,5700.000000000000,1,1403.663516666700,833.333333333300,0.000000000000
142,23:30-23:40,904.948716666667,904.948716666667,333.333333333333,333.333333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6000.000000000000,6000.000000000000,1,904.948716666700,333.333333333300,0.000000000000
143,23:40-23:50,573.176833333333,573.176833333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6000.000000000000,6000.000000000000,0,573.176833333300,0.000000000000,0.000000000000
144,23:50-24:00,574.120983333333,574.120983333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6000.000000000000,6000.000000000000,0,574.120983333300,0.000000000000,0.000000000000
