date,issue_time,issue_slot,target_slot,interval,original_plan_kwh,new_effective_plan_kwh,change_kwh,train_end_date
2025-03-20,00:00,0,126,20:50-21:00,763.7561666666664,763.7561666666664,0.0,2025-03-19
2025-03-20,00:00,0,127,21:00-21:10,747.7345183333332,747.7345183333332,0.0,2025-03-19
2025-03-20,00:00,0,128,21:10-21:20,738.0870533333333,738.0870533333333,0.0,2025-03-19
2025-03-20,00:00,0,129,21:20-21:30,742.8171666666667,742.8171666666667,0.0,2025-03-19
2025-03-20,00:00,0,130,21:30-21:40,743.8102916666666,743.8102916666666,0.0,2025-03-19
2025-03-20,00:00,0,131,21:40-21:50,668.3599716666666,668.3599716666666,0.0,2025-03-19
2025-03-20,00:00,0,132,21:50-22:00,1398.4479999999999,1398.4479999999999,0.0,2025-03-19
2025-03-20,00:00,0,133,22:00-22:10,1389.6792666666665,1389.6792666666665,0.0,2025-03-19
2025-03-20,00:00,0,134,22:10-22:20,571.8950350000001,571.8950350000001,0.0,2025-03-19
2025-03-20,00:00,0,135,22:20-22:30,1407.5953333333332,1407.5953333333332,0.0,2025-03-19
2025-03-20,00:00,0,136,22:30-22:40,1407.6978505555553,1407.6978505555553,0.0,2025-03-19
2025-03-20,00:00,0,137,22:40-22:50,573.00794,573.00794,0.0,2025-03-19
2025-03-20,00:00,0,138,22:50-23:00,580.8882983539097,580.8882983539097,0.0,2025-03-19
2025-03-20,00:00,0,139,23:00-23:10,586.5180799999999,586.5180799999999,0.0,2025-03-19
2025-03-20,00:00,0,140,23:10-23:20,588.3089799999999,588.3089799999999,0.0,2025-03-19
2025-03-20,00:00,0,141,23:20-23:30,1402.5708333333332,1402.5708333333332,0.0,2025-03-19
2025-03-20,00:00,0,142,23:30-23:40,570.7763699999999,570.7763699999999,0.0,2025-03-19
2025-03-20,00:00,0,143,23:40-23:50,518.9910916666666,518.9910916666666,0.0,2025-03-19
2025-03-20,00:00,0,144,23:50-24:00,422.16749999999996,422.16749999999996,0.0,2025-03-19
2025-03-20,06:00,36,37,06:00-06:10,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,38,06:10-06:20,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,39,06:20-06:30,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,40,06:30-06:40,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,41,06:40-06:50,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,42,06:50-07:00,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,43,07:00-07:10,0.0,98.13672333333045,98.13672333333045,2025-03-19
2025-03-20,06:00,36,44,07:10-07:20,184.68668555555442,444.123113888889,259.43642833333456,2025-03-19
2025-03-20,06:00,36,45,07:20-07:30,368.10354444444437,389.48796388888906,21.38441944444469,2025-03-19
2025-03-20,06:00,36,46,07:30-07:40,279.0228894444444,305.97731222222205,26.954422777777665,2025-03-19
2025-03-20,06:00,36,47,07:40-07:50,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,48,07:50-08:00,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,49,08:00-08:10,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,50,08:10-08:20,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,51,08:20-08:30,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,52,08:30-08:40,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,53,08:40-08:50,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,54,08:50-09:00,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,55,09:00-09:10,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,56,09:10-09:20,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,57,09:20-09:30,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,58,09:30-09:40,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,59,09:40-09:50,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,60,09:50-10:00,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,61,10:00-10:10,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,62,10:10-10:20,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,63,10:20-10:30,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,64,10:30-10:40,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,65,10:40-10:50,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,66,10:50-11:00,579.9450666666667,579.9450666666667,0.0,2025-03-19
2025-03-20,06:00,36,67,11:00-11:10,590.9611599999995,590.9611599999995,0.0,2025-03-19
2025-03-20,06:00,36,68,11:10-11:20,587.1990883333335,587.1990883333335,0.0,2025-03-19
2025-03-20,06:00,36,69,11:20-11:30,589.3599249999999,589.3599249999999,0.0,2025-03-19
2025-03-20,06:00,36,70,11:30-11:40,613.2559261111106,613.2559261111106,0.0,2025-03-19
2025-03-20,06:00,36,71,11:40-11:50,608.4880694444445,608.4880694444445,0.0,2025-03-19
2025-03-20,06:00,36,72,11:50-12:00,592.8923166666666,592.8923166666666,0.0,2025-03-19
2025-03-20,06:00,36,73,12:00-12:10,615.6600883333332,615.6600883333332,0.0,2025-03-19
2025-03-20,06:00,36,74,12:10-12:20,668.0699616666667,668.0699616666667,0.0,2025-03-19
2025-03-20,06:00,36,75,12:20-12:30,725.6261722222221,725.6261722222221,0.0,2025-03-19
2025-03-20,06:00,36,76,12:30-12:40,746.2625105555555,746.2625105555555,0.0,2025-03-19
2025-03-20,06:00,36,77,12:40-12:50,304.67978444444503,304.67978444444503,0.0,2025-03-19
2025-03-20,06:00,36,78,12:50-13:00,71.47441666666653,71.47441666666653,0.0,2025-03-19
2025-03-20,06:00,36,79,13:00-13:10,105.66258333333319,105.66258333333319,0.0,2025-03-19
2025-03-20,06:00,36,80,13:10-13:20,93.16766555555508,93.16766555555508,0.0,2025-03-19
2025-03-20,06:00,36,81,13:20-13:30,112.71244166666686,112.71244166666686,0.0,2025-03-19
2025-03-20,06:00,36,82,13:30-13:40,112.26256555555535,112.26256555555535,0.0,2025-03-19
2025-03-20,06:00,36,83,13:40-13:50,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,84,13:50-14:00,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,85,14:00-14:10,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,86,14:10-14:20,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,87,14:20-14:30,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,88,14:30-14:40,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,89,14:40-14:50,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,90,14:50-15:00,1263.6359499999999,1263.6359499999999,0.0,2025-03-19
2025-03-20,06:00,36,91,15:00-15:10,1279.4854483333334,1279.4854483333334,0.0,2025-03-19
2025-03-20,06:00,36,92,15:10-15:20,796.7913517695481,796.7913517695481,0.0,2025-03-19
2025-03-20,06:00,36,93,15:20-15:30,545.5619999999999,545.5619999999999,0.0,2025-03-19
2025-03-20,06:00,36,94,15:30-15:40,586.0306711111111,586.0306711111111,0.0,2025-03-19
2025-03-20,06:00,36,95,15:40-15:50,609.0296244444446,609.0296244444446,0.0,2025-03-19
2025-03-20,06:00,36,96,15:50-16:00,635.4038999999998,635.4038999999998,0.0,2025-03-19
2025-03-20,06:00,36,97,16:00-16:10,661.6686788888886,661.6686788888886,0.0,2025-03-19
2025-03-20,06:00,36,98,16:10-16:20,712.833192777778,712.833192777778,0.0,2025-03-19
2025-03-20,06:00,36,99,16:20-16:30,744.4201833333336,744.4201833333336,0.0,2025-03-19
2025-03-20,06:00,36,100,16:30-16:40,761.6305277777775,761.6305277777775,0.0,2025-03-19
2025-03-20,06:00,36,101,16:40-16:50,789.2969100000004,789.2969100000004,0.0,2025-03-19
2025-03-20,06:00,36,102,16:50-17:00,825.5591999999997,825.5591999999997,0.0,2025-03-19
2025-03-20,06:00,36,103,17:00-17:10,891.3501288888889,891.3501288888889,0.0,2025-03-19
2025-03-20,06:00,36,104,17:10-17:20,918.5397594444445,918.5397594444445,0.0,2025-03-19
2025-03-20,06:00,36,105,17:20-17:30,964.4459166666667,964.4459166666667,0.0,2025-03-19
2025-03-20,06:00,36,106,17:30-17:40,1042.6089194444446,1042.6089194444446,0.0,2025-03-19
2025-03-20,06:00,36,107,17:40-17:50,939.2402611111111,939.2402611111111,0.0,2025-03-19
2025-03-20,06:00,36,108,17:50-18:00,726.4941666666665,726.4941666666665,0.0,2025-03-19
2025-03-20,06:00,36,109,18:00-18:10,701.4472233333336,701.4472233333336,0.0,2025-03-19
2025-03-20,06:00,36,110,18:10-18:20,737.17089,737.17089,0.0,2025-03-19
2025-03-20,06:00,36,111,18:20-18:30,747.8885,747.8885,0.0,2025-03-19
2025-03-20,06:00,36,112,18:30-18:40,743.5333149999998,743.5333149999998,0.0,2025-03-19
2025-03-20,06:00,36,113,18:40-18:50,205.2910838888895,205.2910838888895,0.0,2025-03-19
2025-03-20,06:00,36,114,18:50-19:00,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,115,19:00-19:10,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,116,19:10-19:20,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,117,19:20-19:30,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,118,19:30-19:40,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,119,19:40-19:50,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,120,19:50-20:00,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,121,20:00-20:10,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,122,20:10-20:20,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,123,20:20-20:30,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,124,20:30-20:40,0.0,0.0,0.0,2025-03-19
2025-03-20,06:00,36,125,20:40-20:50,752.3212216666666,752.3212216666666,0.0,2025-03-19
2025-03-20,06:00,36,126,20:50-21:00,763.7561666666664,763.7561666666664,0.0,2025-03-19
2025-03-20,06:00,36,127,21:00-21:10,747.7345183333332,747.7345183333332,0.0,2025-03-19
2025-03-20,06:00,36,128,21:10-21:20,738.0870533333333,738.0870533333333,0.0,2025-03-19
2025-03-20,06:00,36,129,21:20-21:30,742.8171666666667,742.8171666666667,0.0,2025-03-19
2025-03-20,06:00,36,130,21:30-21:40,743.8102916666666,743.8102916666666,0.0,2025-03-19
2025-03-20,06:00,36,131,21:40-21:50,668.3599716666666,668.3599716666666,0.0,2025-03-19
2025-03-20,06:00,36,132,21:50-22:00,1398.4479999999999,1398.4479999999999,0.0,2025-03-19
2025-03-20,06:00,36,133,22:00-22:10,1389.6792666666665,1389.6792666666665,0.0,2025-03-19
2025-03-20,06:00,36,134,22:10-22:20,571.8950350000001,571.8950350000001,0.0,2025-03-19
2025-03-20,06:00,36,135,22:20-22:30,1407.5953333333332,1407.5953333333332,0.0,2025-03-19
2025-03-20,06:00,36,136,22:30-22:40,1407.6978505555553,1407.6978505555553,0.0,2025-03-19
2025-03-20,06:00,36,137,22:40-22:50,573.00794,573.00794,0.0,2025-03-19
2025-03-20,06:00,36,138,22:50-23:00,580.8882983539097,580.8882983539097,0.0,2025-03-19
2025-03-20,06:00,36,139,23:00-23:10,586.5180799999999,586.5180799999999,0.0,2025-03-19
2025-03-20,06:00,36,140,23:10-23:20,588.3089799999999,588.3089799999999,0.0,2025-03-19
2025-03-20,06:00,36,141,23:20-23:30,1402.5708333333332,1402.5708333333332,0.0,2025-03-19
2025-03-20,06:00,36,142,23:30-23:40,570.7763699999999,570.7763699999999,0.0,2025-03-19
2025-03-20,06:00,36,143,23:40-23:50,518.9910916666666,518.9910916666666,0.0,2025-03-19
2025-03-20,06:00,36,144,23:50-24:00,422.16749999999996,422.16749999999996,0.0,2025-03-19
2025-03-20,12:00,72,73,12:00-12:10,615.6600883333332,615.6600883333332,0.0,2025-03-19
2025-03-20,12:00,72,74,12:10-12:20,668.0699616666667,668.0699616666667,0.0,2025-03-19
2025-03-20,12:00,72,75,12:20-12:30,725.6261722222221,725.6261722222221,0.0,2025-03-19
2025-03-20,12:00,72,76,12:30-12:40,746.2625105555555,746.2625105555555,0.0,2025-03-19
2025-03-20,12:00,72,77,12:40-12:50,304.67978444444503,304.67978444444503,0.0,2025-03-19
2025-03-20,12:00,72,78,12:50-13:00,71.47441666666653,71.47441666666653,0.0,2025-03-19
2025-03-20,12:00,72,79,13:00-13:10,105.66258333333319,105.66258333333319,0.0,2025-03-19
2025-03-20,12:00,72,80,13:10-13:20,93.16766555555508,93.16766555555508,0.0,2025-03-19
2025-03-20,12:00,72,81,13:20-13:30,112.71244166666686,112.71244166666686,0.0,2025-03-19
2025-03-20,12:00,72,82,13:30-13:40,112.26256555555535,112.26256555555535,0.0,2025-03-19
2025-03-20,12:00,72,83,13:40-13:50,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,84,13:50-14:00,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,85,14:00-14:10,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,86,14:10-14:20,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,87,14:20-14:30,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,88,14:30-14:40,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,89,14:40-14:50,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,90,14:50-15:00,1263.6359499999999,1263.6359499999999,0.0,2025-03-19
2025-03-20,12:00,72,91,15:00-15:10,1279.4854483333334,1279.4854483333334,0.0,2025-03-19
2025-03-20,12:00,72,92,15:10-15:20,796.7913517695481,796.7913517695481,0.0,2025-03-19
2025-03-20,12:00,72,93,15:20-15:30,545.5619999999999,545.5619999999999,0.0,2025-03-19
2025-03-20,12:00,72,94,15:30-15:40,586.0306711111111,586.0306711111111,0.0,2025-03-19
2025-03-20,12:00,72,95,15:40-15:50,609.0296244444446,609.0296244444446,0.0,2025-03-19
2025-03-20,12:00,72,96,15:50-16:00,635.4038999999998,635.4038999999998,0.0,2025-03-19
2025-03-20,12:00,72,97,16:00-16:10,661.6686788888886,661.6686788888886,0.0,2025-03-19
2025-03-20,12:00,72,98,16:10-16:20,712.833192777778,712.833192777778,0.0,2025-03-19
2025-03-20,12:00,72,99,16:20-16:30,744.4201833333336,744.4201833333336,0.0,2025-03-19
2025-03-20,12:00,72,100,16:30-16:40,761.6305277777775,761.6305277777775,0.0,2025-03-19
2025-03-20,12:00,72,101,16:40-16:50,789.2969100000004,789.2969100000004,0.0,2025-03-19
2025-03-20,12:00,72,102,16:50-17:00,825.5591999999997,825.5591999999997,0.0,2025-03-19
2025-03-20,12:00,72,103,17:00-17:10,891.3501288888889,891.3501288888889,0.0,2025-03-19
2025-03-20,12:00,72,104,17:10-17:20,918.5397594444445,918.5397594444445,0.0,2025-03-19
2025-03-20,12:00,72,105,17:20-17:30,964.4459166666667,964.4459166666667,0.0,2025-03-19
2025-03-20,12:00,72,106,17:30-17:40,1042.6089194444446,1042.6089194444446,0.0,2025-03-19
2025-03-20,12:00,72,107,17:40-17:50,939.2402611111111,939.2402611111111,0.0,2025-03-19
2025-03-20,12:00,72,108,17:50-18:00,726.4941666666665,726.4941666666665,0.0,2025-03-19
2025-03-20,12:00,72,109,18:00-18:10,701.4472233333336,701.4472233333336,0.0,2025-03-19
2025-03-20,12:00,72,110,18:10-18:20,737.17089,737.17089,0.0,2025-03-19
2025-03-20,12:00,72,111,18:20-18:30,747.8885,747.8885,0.0,2025-03-19
2025-03-20,12:00,72,112,18:30-18:40,743.5333149999998,743.5333149999998,0.0,2025-03-19
2025-03-20,12:00,72,113,18:40-18:50,205.2910838888895,205.2910838888895,0.0,2025-03-19
2025-03-20,12:00,72,114,18:50-19:00,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,115,19:00-19:10,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,116,19:10-19:20,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,117,19:20-19:30,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,118,19:30-19:40,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,119,19:40-19:50,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,120,19:50-20:00,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,121,20:00-20:10,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,122,20:10-20:20,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,123,20:20-20:30,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,124,20:30-20:40,0.0,0.0,0.0,2025-03-19
2025-03-20,12:00,72,125,20:40-20:50,752.3212216666666,752.3212216666666,0.0,2025-03-19
2025-03-20,12:00,72,126,20:50-21:00,763.7561666666664,763.7561666666664,0.0,2025-03-19
2025-03-20,12:00,72,127,21:00-21:10,747.7345183333332,747.7345183333332,0.0,2025-03-19
2025-03-20,12:00,72,128,21:10-21:20,738.0870533333333,738.0870533333333,0.0,2025-03-19
2025-03-20,12:00,72,129,21:20-21:30,742.8171666666667,742.8171666666667,0.0,2025-03-19
2025-03-20,12:00,72,130,21:30-21:40,743.8102916666666,743.8102916666666,0.0,2025-03-19
2025-03-20,12:00,72,131,21:40-21:50,668.3599716666666,668.3599716666666,0.0,2025-03-19
2025-03-20,12:00,72,132,21:50-22:00,1398.4479999999999,1398.4479999999999,0.0,2025-03-19
2025-03-20,12:00,72,133,22:00-22:10,1389.6792666666665,1389.6792666666665,0.0,2025-03-19
2025-03-20,12:00,72,134,22:10-22:20,571.8950350000001,571.8950350000001,0.0,2025-03-19
2025-03-20,12:00,72,135,22:20-22:30,1407.5953333333332,1407.5953333333332,0.0,2025-03-19
2025-03-20,12:00,72,136,22:30-22:40,1407.6978505555553,1407.6978505555553,0.0,2025-03-19
2025-03-20,12:00,72,137,22:40-22:50,573.00794,573.00794,0.0,2025-03-19
2025-03-20,12:00,72,138,22:50-23:00,580.8882983539097,580.8882983539097,0.0,2025-03-19
2025-03-20,12:00,72,139,23:00-23:10,586.5180799999999,586.5180799999999,0.0,2025-03-19
2025-03-20,12:00,72,140,23:10-23:20,588.3089799999999,588.3089799999999,0.0,2025-03-19
2025-03-20,12:00,72,141,23:20-23:30,1402.5708333333332,1402.5708333333332,0.0,2025-03-19
2025-03-20,12:00,72,142,23:30-23:40,570.7763699999999,570.7763699999999,0.0,2025-03-19
2025-03-20,12:00,72,143,23:40-23:50,518.9910916666666,518.9910916666666,0.0,2025-03-19
2025-03-20,12:00,72,144,23:50-24:00,422.16749999999996,422.16749999999996,0.0,2025-03-19
2025-03-20,18:00,108,109,18:00-18:10,701.4472233333336,701.4472233333336,0.0,2025-03-19
2025-03-20,18:00,108,110,18:10-18:20,737.17089,737.17089,0.0,2025-03-19
2025-03-20,18:00,108,111,18:20-18:30,747.8885,747.8885,0.0,2025-03-19
2025-03-20,18:00,108,112,18:30-18:40,743.5333149999998,743.5333149999998,0.0,2025-03-19
2025-03-20,18:00,108,113,18:40-18:50,205.2910838888895,205.2910838888895,0.0,2025-03-19
2025-03-20,18:00,108,114,18:50-19:00,0.0,0.0,0.0,2025-03-19
2025-03-20,18:00,108,115,19:00-19:10,0.0,0.0,0.0,2025-03-19
2025-03-20,18:00,108,116,19:10-19:20,0.0,0.0,0.0,2025-03-19
2025-03-20,18:00,108,117,19:20-19:30,0.0,0.0,0.0,2025-03-19
2025-03-20,18:00,108,118,19:30-19:40,0.0,0.0,0.0,2025-03-19
2025-03-20,18:00,108,119,19:40-19:50,0.0,0.0,0.0,2025-03-19
2025-03-20,18:00,108,120,19:50-20:00,0.0,0.0,0.0,2025-03-19
2025-03-20,18:00,108,121,20:00-20:10,0.0,0.0,0.0,2025-03-19
2025-03-20,18:00,108,122,20:10-20:20,0.0,0.0,0.0,2025-03-19
2025-03-20,18:00,108,123,20:20-20:30,0.0,0.0,0.0,2025-03-19
2025-03-20,18:00,108,124,20:30-20:40,0.0,0.0,0.0,2025-03-19
2025-03-20,18:00,108,125,20:40-20:50,752.3212216666666,752.3212216666666,0.0,2025-03-19
2025-03-20,18:00,108,126,20:50-21:00,763.7561666666664,763.7561666666664,0.0,2025-03-19
2025-03-20,18:00,108,127,21:00-21:10,747.7345183333332,747.7345183333332,0.0,2025-03-19
2025-03-20,18:00,108,128,21:10-21:20,738.0870533333333,738.0870533333333,0.0,2025-03-19
2025-03-20,18:00,108,129,21:20-21:30,742.8171666666667,742.8171666666667,0.0,2025-03-19
2025-03-20,18:00,108,130,21:30-21:40,743.8102916666666,743.8102916666666,0.0,2025-03-19
2025-03-20,18:00,108,131,21:40-21:50,668.3599716666666,668.3599716666666,0.0,2025-03-19
2025-03-20,18:00,108,132,21:50-22:00,1398.4479999999999,1398.4479999999999,0.0,2025-03-19
2025-03-20,18:00,108,133,22:00-22:10,1389.6792666666665,1389.6792666666665,0.0,2025-03-19
2025-03-20,18:00,108,134,22:10-22:20,571.8950350000001,571.8950350000001,0.0,2025-03-19
2025-03-20,18:00,108,135,22:20-22:30,1407.5953333333332,1407.5953333333332,0.0,2025-03-19
2025-03-20,18:00,108,136,22:30-22:40,1407.6978505555553,1407.6978505555553,0.0,2025-03-19
2025-03-20,18:00,108,137,22:40-22:50,573.00794,573.00794,0.0,2025-03-19
2025-03-20,18:00,108,138,22:50-23:00,580.8882983539097,580.8882983539097,0.0,2025-03-19
2025-03-20,18:00,108,139,23:00-23:10,586.5180799999999,586.5180799999999,0.0,2025-03-19
2025-03-20,18:00,108,140,23:10-23:20,588.3089799999999,588.3089799999999,0.0,2025-03-19
2025-03-20,18:00,108,141,23:20-23:30,1402.5708333333332,1402.5708333333332,0.0,2025-03-19
2025-03-20,18:00,108,142,23:30-23:40,570.7763699999999,570.7763699999999,0.0,2025-03-19
2025-03-20,18:00,108,143,23:40-23:50,518.9910916666666,518.9910916666666,0.0,2025-03-19
2025-03-20,18:00,108,144,23:50-24:00,422.16749999999996,422.16749999999996,0.0,2025-03-19
2025-03-21,00:00,0,1,00:00-00:10,412.4725116666666,412.4725116666666,0.0,2025-03-20
2025-03-21,00:00,0,2,00:10-00:20,426.0304866666667,426.0304866666667,0.0,2025-03-20
2025-03-21,00:00,0,3,00:20-00:30,421.93666666666655,421.93666666666655,0.0,2025-03-20
2025-03-21,00:00,0,4,00:30-00:40,407.8860855555556,407.8860855555556,0.0,2025-03-20
2025-03-21,00:00,0,5,00:40-00:50,424.75888833333335,424.75888833333335,0.0,2025-03-20
2025-03-21,00:00,0,6,00:50-01:00,443.7383333333334,443.7383333333334,0.0,2025-03-20
2025-03-21,00:00,0,7,01:00-01:10,430.86375055555555,430.86375055555555,0.0,2025-03-20
2025-03-21,00:00,0,8,01:10-01:20,418.0683316666668,418.0683316666668,0.0,2025-03-20
2025-03-21,00:00,0,9,01:20-01:30,419.93933333333325,419.93933333333325,0.0,2025-03-20
2025-03-21,00:00,0,10,01:30-01:40,430.56474833333345,430.56474833333345,0.0,2025-03-20
2025-03-21,00:00,0,11,01:40-01:50,438.2705483333334,438.2705483333334,0.0,2025-03-20
2025-03-21,00:00,0,12,01:50-02:00,452.6872222222224,452.6872222222224,0.0,2025-03-20
2025-03-21,00:00,0,13,02:00-02:10,442.8448916666666,442.8448916666666,0.0,2025-03-20
2025-03-21,00:00,0,14,02:10-02:20,428.7644416666667,428.7644416666667,0.0,2025-03-20
2025-03-21,00:00,0,15,02:20-02:30,418.05733333333336,418.05733333333336,0.0,2025-03-20
2025-03-21,00:00,0,16,02:30-02:40,425.2372883333333,425.2372883333333,0.0,2025-03-20
2025-03-21,00:00,0,17,02:40-02:50,438.6650333333332,438.6650333333332,0.0,2025-03-20
2025-03-21,00:00,0,18,02:50-03:00,450.24966666666666,450.24966666666666,0.0,2025-03-20
2025-03-21,00:00,0,19,03:00-03:10,455.66190833333326,455.66190833333326,0.0,2025-03-20
2025-03-21,00:00,0,20,03:10-03:20,454.25538499999993,454.25538499999993,0.0,2025-03-20
2025-03-21,00:00,0,21,03:20-03:30,444.35583333333335,444.35583333333335,0.0,2025-03-20
2025-03-21,00:00,0,22,03:30-03:40,436.3414983333333,436.3414983333333,0.0,2025-03-20
2025-03-21,00:00,0,23,03:40-03:50,441.1131783333332,441.1131783333332,0.0,2025-03-20
2025-03-21,00:00,0,24,03:50-04:00,463.75449999999984,463.75449999999984,0.0,2025-03-20
2025-03-21,00:00,0,25,04:00-04:10,468.8637383333332,468.8637383333332,0.0,2025-03-20
2025-03-21,00:00,0,26,04:10-04:20,459.7315227777776,459.7315227777776,0.0,2025-03-20
2025-03-21,00:00,0,27,04:20-04:30,462.78999999999996,462.78999999999996,0.0,2025-03-20
2025-03-21,00:00,0,28,04:30-04:40,476.1208299999999,476.1208299999999,0.0,2025-03-20
2025-03-21,00:00,0,29,04:40-04:50,480.78216333333336,480.78216333333336,0.0,2025-03-20
2025-03-21,00:00,0,30,04:50-05:00,472.9438888888888,472.9438888888888,0.0,2025-03-20
2025-03-21,00:00,0,31,05:00-05:10,461.82212000000004,461.82212000000004,0.0,2025-03-20
2025-03-21,00:00,0,32,05:10-05:20,378.93033850000006,378.93033850000006,0.0,2025-03-20
2025-03-21,00:00,0,33,05:20-05:30,461.20583333333326,461.20583333333326,0.0,2025-03-20
2025-03-21,00:00,0,34,05:30-05:40,459.8679816666666,459.8679816666666,0.0,2025-03-20
2025-03-21,00:00,0,35,05:40-05:50,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,36,05:50-06:00,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,37,06:00-06:10,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,38,06:10-06:20,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,39,06:20-06:30,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,40,06:30-06:40,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,41,06:40-06:50,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,42,06:50-07:00,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,43,07:00-07:10,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,44,07:10-07:20,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,45,07:20-07:30,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,46,07:30-07:40,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,47,07:40-07:50,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,48,07:50-08:00,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,49,08:00-08:10,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,50,08:10-08:20,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,51,08:20-08:30,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,52,08:30-08:40,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,53,08:40-08:50,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,54,08:50-09:00,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,55,09:00-09:10,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,56,09:10-09:20,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,57,09:20-09:30,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,58,09:30-09:40,0.0,0.0,0.0,2025-03-20
2025-03-21,00:00,0,59,09:40-09:50,0.0,0.0,0.0,2025-03-20
