date,train_end_date,residual_history_start_date,residual_history_end_date,soc_open_kwh,soc_close_kwh,normal_purchase_kwh,emergency_purchase_kwh,normal_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,surplus_discard_kwh
2025-06-13,2025-06-12,2025-04-18,2025-06-12,1736.882633592594,2481.1327676851856,35671.870210164605,23.01734381666442,17835.48905876337,110.24824710512245,17945.737305868493,14208.094823292178,10838.731686183335,3980.2107168724297
2025-06-14,2025-06-13,2025-04-19,2025-06-13,2481.1327676851856,10614.307276222218,44808.30209958847,0.0,22386.681881878416,0.0,22386.681881878416,21743.37849713991,10292.279525000002,7163.860377448564
2025-06-15,2025-06-14,2025-04-20,2025-06-14,10614.307276222218,4150.985006240743,77224.75654740822,0.0,55130.18307102128,0.0,55130.18307102128,13105.217033683122,16432.21584026666,9924.781020658438
2025-06-16,2025-06-15,2025-04-21,2025-06-15,4150.985006240743,4234.142020851852,83744.48683751028,0.0,58548.3994165327,0.0,58548.3994165327,20406.278824876543,16454.244534999998,7098.399730967077
2025-06-17,2025-06-16,2025-04-22,2025-06-16,4234.142020851852,4426.506824944443,83768.31121502057,0.0,58136.94152691252,0.0,58136.94152691252,22041.48404158435,17680.473749999997,4770.289706769558
2025-06-18,2025-06-17,2025-04-23,2025-06-17,4426.506824944443,3467.108574074076,82977.63462339506,0.0,58003.077345041354,0.0,58003.077345041354,17095.212704794238,14710.580716666665,9664.611735267486
2025-06-19,2025-06-18,2025-04-24,2025-06-18,3467.108574074076,2780.8542551666665,82678.85530228395,29.636833333333357,56918.571359354115,201.8712902500002,57120.44264960411,19256.306968703695,16215.237531666664,11407.918498580255
2025-06-20,2025-06-19,2025-04-25,2025-06-19,2780.8542551666665,2962.7485547222236,35182.99933753087,0.0,18295.634297096796,0.0,18295.634297096796,11475.949137366255,9131.813931666666,10438.283281831276
2025-06-21,2025-06-20,2025-04-26,2025-06-20,2962.7485547222236,10800.0,44816.31458408334,0.0,22054.120858814327,0.0,22054.120858814327,20572.16726131687,9609.929180916668,14519.33610368313
2025-06-22,2025-06-21,2025-04-27,2025-06-21,10800.0,4061.124410629631,74394.89627032922,0.0,53208.7939257377,0.0,53208.7939257377,11667.722221687245,15515.84303,10785.675978641973
2025-06-23,2025-06-22,2025-04-28,2025-06-22,4061.124410629631,3983.194336111113,80113.07902216152,0.0,54815.499234661795,0.0,54815.499234661795,18381.452606399165,14959.113678249996,9629.454094012353
2025-06-24,2025-06-23,2025-04-29,2025-06-23,3983.194336111113,3941.721361839506,79937.19528231543,1763.7253826055576,56186.40877288647,9796.285010162945,65982.69378304941,22135.300039506168,17966.91870884444,1263.7470842592593
2025-06-25,2025-06-24,2025-04-30,2025-06-24,3941.721361839506,4058.6473186111107,81225.39182487276,0.0,55959.22613779007,0.0,55959.22613779007,19498.583482524,15688.619259749998,6978.0062354321035
2025-06-26,2025-06-25,2025-05-01,2025-06-25,4058.6473186111107,3280.7925098333326,81150.53529798353,0.0,55312.35777082335,0.0,55312.35777082335,18725.433099300408,15867.670138333335,10745.388503683133
2025-06-27,2025-06-26,2025-05-02,2025-06-26,3280.7925098333326,3807.992891055558,34896.84921615,0.0,17953.416441125242,0.0,17953.416441125242,12645.186018868313,9768.12033218333,12248.137662798355
2025-06-28,2025-06-27,2025-05-03,2025-06-27,3807.992891055558,10800.0,44245.424693049994,0.0,21977.15049333586,0.0,21977.15049333586,20046.622547325103,9944.957865283337,12366.833894341566
2025-06-29,2025-06-28,2025-05-04,2025-06-28,10800.0,4497.799165574075,75160.33885981482,0.0,53938.65514939921,0.0,53938.65514939921,12046.820998786008,15429.905759999998,9275.655087695473
2025-06-30,2025-06-29,2025-05-05,2025-06-29,4497.799165574075,3271.2824638333345,79671.84980825102,0.0,54921.65324822429,0.0,54921.65324822429,17571.396814938264,15336.696451666665,7559.465461646094
2025-07-01,2025-06-30,2025-05-06,2025-06-30,3271.2824638333345,1374.1416072119332,81568.32743045145,858.1016491074056,60718.49083082803,6607.558686548169,67326.0495173762,20689.692117508,18466.077386140747,1336.27031485826
2025-07-02,2025-07-01,2025-05-07,2025-07-01,1374.1416072119332,1466.328848279836,82822.86408851205,1308.767654061111,60727.36142364683,8609.788901074295,69337.15032472112,18783.883925946502,15131.977463055555,7574.958913015549
2025-07-03,2025-07-02,2025-05-08,2025-07-02,1466.328848279836,1213.2863027427984,80606.67732320471,3366.732989551867,60259.21862542546,20940.502300262324,81199.72092568778,21450.47305477137,17602.62146534813,365.13978999999995
2025-07-04,2025-07-03,2025-05-09,2025-07-03,1213.2863027427984,1200.0,36918.226268927756,4488.8457272000005,21240.664587107436,16793.522137779662,38034.1867248871,12677.138535388656,10280.439886133334,10129.505880205765
2025-07-05,2025-07-04,2025-05-10,2025-07-04,1200.0,8390.797883460904,45744.320966666666,4089.793177181483,24703.430218802332,18760.078635193426,43463.50885399576,20658.10056946502,10261.343366151848,10647.276973868311
2025-07-06,2025-07-05,2025-05-11,2025-07-05,8390.797883460904,1750.3856765987657,69009.92484594879,7529.006227041359,52911.617039843404,58033.678321844716,110945.29536168813,12579.978951751256,16166.153937094441,331.12450833333423
2025-07-07,2025-07-06,2025-05-12,2025-07-06,1750.3856765987657,3157.247435366255,78599.80287172153,2004.2637849227042,57536.25824957923,12683.688227675644,70219.94647725488,21640.411164979425,16262.55746074259,1816.730185740737
2025-07-08,2025-07-07,2025-05-13,2025-07-07,3157.247435366255,2755.591487602882,82199.13652761772,477.3865976092599,61323.366126952154,4165.401321172656,65488.76744812481,20864.93397045725,17262.086869057406,3502.2890071604916
2025-07-09,2025-07-08,2025-05-14,2025-07-08,2755.591487602882,2033.533096092592,80926.9668430544,116.17441569999812,60380.024052814755,997.0436106435005,61377.067663458256,19542.35714025606,16479.161835966668,3921.2209377983454
2025-07-10,2025-07-09,2025-05-15,2025-07-09,2033.533096092592,1917.7235517489723,82332.71166246914,116.84229149074008,61539.83733507176,1014.2574785578602,62554.09481362962,20198.409189629627,16464.940033509258,5862.461414506175
2025-07-11,2025-07-10,2025-05-16,2025-07-10,1917.7235517489723,2693.740395611112,42569.077310402376,1306.7447618166666,25091.03530670244,3582.134995560441,28673.170302262883,13818.337776945587,10494.43843985,8033.145585123455
2025-07-12,2025-07-11,2025-05-17,2025-07-11,2693.740395611112,9779.503595325103,50456.83585728334,548.8156579930912,28150.429602512657,1456.5789210949938,29607.008523607652,22965.846767591975,12225.149002006909,9180.710416358022
2025-07-13,2025-07-12,2025-05-18,2025-07-12,9779.503595325103,3332.0158366152264,75925.48947968066,87.77904838703626,56598.56296238782,736.3926208636728,57334.95558325149,11643.443624979427,15233.928319072224,10336.03282216049
2025-07-14,2025-07-13,2025-05-19,2025-07-13,3332.0158366152264,2817.8738321255137,81487.86570078577,263.2596797796293,59986.33491088819,2278.584954936335,62264.91986582452,17634.902594851395,14746.998905870369,7055.542474917692
2025-07-15,2025-07-14,2025-05-20,2025-07-14,2817.8738321255137,4205.499219722226,86239.9838005268,0.0,63860.88450074666,0.0,63860.88450074666,18505.55428461363,13740.636121699998,8726.01505427983
2025-07-16,2025-07-15,2025-05-21,2025-07-15,4205.499219722226,3130.063466074077,83461.82518017285,0.0,62796.95091423227,0.0,62796.95091423227,16369.450297592586,14227.146919333329,9184.958418580245
2025-07-17,2025-07-16,2025-05-22,2025-07-16,3130.063466074077,3134.643719351853,83745.30431157429,0.0,62559.98404206049,0.0,62559.98404206049,20177.268923991767,16339.465600483334,7187.084921399178
2025-07-18,2025-07-17,2025-05-23,2025-07-17,3134.643719351853,3379.0289226666705,43549.937472119345,0.0,25501.825065268946,0.0,25501.825065268946,13104.847785576132,10394.980023333332,9565.82160987654
2025-07-19,2025-07-18,2025-05-24,2025-07-18,3379.0289226666705,9888.190632833335,52063.57794355061,37.50086580000033,29279.784339894315,86.15823917550077,29365.942579069815,20689.93690792181,10900.603356266669,15128.926207695473
2025-07-20,2025-07-19,2025-05-25,2025-07-19,9888.190632833335,3841.1896853518533,78267.42445905844,0.0,59379.86832662802,0.0,59379.86832662802,11718.163313415636,14934.013136599999,9393.296065576134
2025-07-21,2025-07-20,2025-05-26,2025-07-20,3841.1896853518533,4129.175627407408,85549.25938075452,0.0,64412.576711819645,0.0,64412.576711819645,18670.74989843621,14864.120069883333,7752.880202201648
2025-07-22,2025-07-21,2025-05-27,2025-07-21,4129.175627407408,3773.1320905185185,87784.43774408766,0.0,65692.33781701737,0.0,65692.33781701737,17778.073426378596,14720.678658566667,10931.898359609057
2025-07-23,2025-07-22,2025-05-28,2025-07-22,3773.1320905185185,3803.7590954629613,88273.44008674897,0.0,65861.69265285837,0.0,65861.69265285837,18580.384359403295,15022.547026666667,10499.055637345677
2025-07-24,2025-07-23,2025-05-29,2025-07-23,3803.7590954629613,4263.483556092598,87440.69108290123,0.0,65664.65850539645,0.0,65664.65850539645,18213.516978888885,14339.196738333332,9949.898842345681
2025-07-25,2025-07-24,2025-05-30,2025-07-24,4263.483556092598,4107.006848092591,44897.70894997942,0.0,26638.369175111526,0.0,26638.369175111526,12963.325723621398,10641.122873333334,16070.186533024687
2025-07-26,2025-07-25,2025-05-31,2025-07-25,4107.006848092591,9985.423985981486,53143.39850058498,0.0,30508.256256702174,0.0,30508.256256702174,20871.759867139917,11615.55006828333,15418.09713506173
2025-07-27,2025-07-26,2025-06-01,2025-07-26,9985.423985981486,4120.7548555185185,80589.93804275431,0.0,61871.141315093395,0.0,61871.141315093395,13956.731188251037,16583.154479900004,9531.171534403285
2025-07-28,2025-07-27,2025-06-02,2025-07-27,4120.7548555185185,4597.605742666668,87786.93580134692,0.0,65907.28057593433,0.0,65907.28057593433,20026.34487325103,15792.173548899995,5597.88724366255
2025-07-29,2025-07-28,2025-06-03,2025-07-28,4597.605742666668,4137.607256611111,88860.77712041151,0.0,66786.91823188764,0.0,66786.91823188764,18161.67836323045,15124.95811166667,9754.810918847737
2025-07-30,2025-07-29,2025-06-04,2025-07-29,4137.607256611111,4446.282495000001,89838.88102194403,0.0,68151.16791434547,0.0,68151.16791434547,18036.719696975306,14331.93524,12030.842514968728
2025-07-31,2025-07-30,2025-06-05,2025-07-30,4446.282495000001,4111.8134887592605,89025.02194983538,0.0,66441.84129042513,0.0,66441.84129042513,18253.803766728397,15086.603156666666,11162.825073106997
2025-08-01,2025-07-31,2025-06-06,2025-07-31,4111.8134887592605,4308.785062870372,45090.83455011666,0.0,26589.062385435238,0.0,26589.062385435238,12464.943985637861,9919.330211666667,21293.861109478803
2025-08-02,2025-08-01,2025-06-07,2025-08-01,4308.785062870372,10604.260303259261,52862.55227841667,0.0,29482.773456428356,0.0,29482.773456428356,20416.635608559667,10871.547126583335,22390.438863106996
2025-08-03,2025-08-02,2025-06-08,2025-08-02,10604.260303259261,3216.712946166668,77554.88998030245,0.0,57425.22341527713,0.0,57425.22341527713,9461.256187592588,14312.410133333331,19566.563942709872
2025-08-04,2025-08-03,2025-06-09,2025-08-03,3216.712946166668,3875.1988175000006,83011.96414888889,0.0,60523.89292316587,0.0,60523.89292316587,17416.603992839504,13514.81195,13694.517022716047
2025-08-05,2025-08-04,2025-06-10,2025-08-04,3875.1988175000006,3718.0354604259264,80402.3419450823,0.0,58785.600883734354,0.0,58785.600883734354,17180.084348106997,14057.315343333332,12127.263206975304
2025-08-06,2025-08-05,2025-06-11,2025-08-05,3718.0354604259264,3758.5952813333342,78680.49162718107,0.0,58658.1815512053,0.0,58658.1815512053,17996.38328660493,14540.566623333332,7110.275697242802
2025-08-07,2025-08-06,2025-06-12,2025-08-06,3758.5952813333342,3622.963021722223,78267.18886740741,0.0,57608.35042889579,0.0,57608.35042889579,17554.515372037033,14341.226485,11665.914730370367
2025-08-08,2025-08-07,2025-06-13,2025-08-07,3622.963021722223,3915.6377696111163,43288.49295711667,0.0,24728.688303874602,0.0,24728.688303874602,13516.517875699588,10684.972206216664,24681.776037633746
2025-08-09,2025-08-08,2025-06-14,2025-08-08,3915.6377696111163,9680.308278611114,50538.5620846502,0.0,28248.745831423978,0.0,28248.745831423978,20770.86201205761,11636.194771666665,22481.965844259263
2025-08-10,2025-08-09,2025-06-15,2025-08-09,9680.308278611114,4145.005430444446,71709.00183056688,0.0,55069.04497968084,0.0,55069.04497968084,11123.087797201653,13991.473679083334,9272.76866244856
2025-08-11,2025-08-10,2025-06-16,2025-08-10,4145.005430444446,3841.107594240742,78040.65062850041,0.0,56599.80663068829,0.0,56599.80663068829,18269.999808497945,15072.20789746667,10281.605384135799
2025-08-12,2025-08-11,2025-06-17,2025-08-11,3841.107594240742,3357.1381297222233,76336.13557218107,0.0,56817.64548198233,0.0,56817.64548198233,16972.530605267486,14183.322308333332,5786.38362524692
2025-08-13,2025-08-12,2025-06-18,2025-08-12,3357.1381297222233,3631.9729393888883,77963.47202853911,0.0,57338.27238356545,0.0,57338.27238356545,17560.689284403292,13976.806991666666,8258.610285802475
2025-08-14,2025-08-13,2025-06-19,2025-08-13,3631.9729393888883,3294.590241722221,78190.34489650207,0.0,57476.788530278696,0.0,57476.788530278696,18778.887807119343,15514.543551666666,8999.709657716054
2025-08-15,2025-08-14,2025-06-20,2025-08-14,3294.590241722221,3339.0201155000036,42874.26026745001,0.0,24844.88383072264,0.0,24844.88383072264,13158.002109814815,10617.994822549996,23174.526096851852
2025-08-16,2025-08-15,2025-06-21,2025-08-15,3339.0201155000036,10223.030242333334,51166.442916749584,0.0,28555.17412983221,0.0,28555.17412983221,21375.082386543207,11118.207618950002,23980.287782489715
2025-08-17,2025-08-16,2025-06-22,2025-08-16,10223.030242333334,3475.9825551666663,70537.12437939752,0.0,53424.737797977745,0.0,53424.737797977745,11270.498341131686,15201.446574766667,11302.678996365841
2025-08-18,2025-08-17,2025-06-23,2025-08-17,3475.9825551666663,3422.7560591851866,77224.51889781893,0.0,56666.240966580684,0.0,56666.240966580684,18762.20921845679,15245.293313333334,9313.487376028808
2025-08-19,2025-08-18,2025-06-24,2025-08-18,3422.7560591851866,3243.86926688889,76749.18005478333,4.538833333333173,56746.238617084164,39.038505499998614,56785.277122584164,17192.777035576128,14087.147511883331,9330.429314423873
2025-08-20,2025-08-19,2025-06-25,2025-08-19,3243.86926688889,3103.5705379444444,76441.05609522633,835.006923333332,57055.65388057417,4406.841509796659,61462.49539037083,20336.277899938264,16598.653955,2887.7480069547414
2025-08-21,2025-08-20,2025-06-26,2025-08-20,3103.5705379444444,3353.792719111112,78080.14907417037,0.0,57379.500194012115,0.0,57379.500194012115,17601.710137510283,14032.185248333333,8666.205701660085
2025-08-22,2025-08-21,2025-06-27,2025-08-21,3353.792719111112,2994.8111274074067,42856.7017528,0.0,24892.156841296135,0.0,24892.156841296135,12365.520736213992,10339.155228866666,19599.766845452676
2025-08-23,2025-08-22,2025-06-28,2025-08-22,2994.8111274074067,10750.295556851852,52101.530870333336,0.0,28318.635214717837,0.0,28318.635214717837,21037.29172366255,10060.270309666666,18594.503306337447
2025-08-24,2025-08-23,2025-06-29,2025-08-23,10750.295556851852,3638.0302937037027,71983.28252897738,0.0,54463.46405911997,0.0,54463.46405911997,11354.482857201649,15598.169851166665,12493.380039609054
2025-08-25,2025-08-24,2025-06-30,2025-08-24,3638.0302937037027,3446.2285726666655,79885.12636314816,0.0,58630.96675378884,0.0,58630.96675378884,19559.990622716046,16016.213953333336,5568.26267709877
2025-08-26,2025-08-25,2025-07-01,2025-08-25,3446.2285726666655,3730.4644366111124,79732.04329833333,0.0,57865.52106279845,0.0,57865.52106279845,18814.212414670783,14983.699778333332,10372.712278662548
2025-08-27,2025-08-26,2025-07-02,2025-08-26,3730.4644366111124,3762.3500640185207,79687.08758997943,0.0,58189.73768764583,0.0,58189.73768764583,20137.122088065837,16282.371826666666,7918.18846191358
2025-08-28,2025-08-27,2025-07-03,2025-08-27,3762.3500640185207,3146.4503870555563,79179.12316010287,0.0,58342.8743233108,0.0,58342.8743233108,19348.91778074074,16226.933111666667,5289.343507695473
2025-08-29,2025-08-28,2025-07-04,2025-08-28,3146.4503870555563,2973.6922015185182,43284.925435185185,0.0,24763.579093350185,0.0,24763.579093350185,13577.416758868309,11153.189941666666,18305.47826798354
2025-08-30,2025-08-29,2025-07-05,2025-08-29,2973.6922015185182,10392.027118685188,52226.418274321,0.0,28829.176925783606,0.0,28829.176925783606,21562.07697997942,10788.780928333332,22940.402389341572
2025-08-31,2025-08-30,2025-07-06,2025-08-30,10392.027118685188,3125.3584163148153,71027.90754581707,0.0,53192.07244871504,0.0,53192.07244871504,11060.565190967074,15499.05963681667,8819.77890833334
2025-09-01,2025-08-31,2025-07-07,2025-08-31,3125.3584163148153,6611.344437814815,78871.97937925925,0.0,51120.86896496867,0.0,51120.86896496867,19157.52103623456,12380.20462,18520.528429691367
2025-09-02,2025-09-01,2025-07-08,2025-09-01,6611.344437814815,6434.136843518521,73866.72371527634,0.0,48543.975711641935,0.0,48543.975711641935,17389.183232613163,14244.72525328333,16664.509885946507
2025-09-03,2025-09-02,2025-07-09,2025-09-02,6434.136843518521,6713.086966222224,73261.44367388889,0.0,49573.31549814045,0.0,49573.31549814045,15878.373486131684,12610.427413333335,14445.780351090534
2025-09-04,2025-09-03,2025-07-10,2025-09-03,6713.086966222224,6171.407747777776,72118.4605821399,0.0,48391.53838287058,0.0,48391.53838287058,16598.629755226328,13932.401398333332,15526.666675246914
2025-09-05,2025-09-04,2025-07-11,2025-09-04,6171.407747777776,5928.958575055556,38383.658600333336,0.0,19513.035905787667,0.0,19513.035905787667,13225.538414670784,10930.890371333331,29264.748890329218
2025-09-06,2025-09-05,2025-07-12,2025-09-05,5928.958575055556,10800.0,47402.08360745,0.0,22781.13050234386,0.0,22781.13050234386,18115.66688162551,10289.752891666665,31855.085917491157
2025-09-07,2025-09-06,2025-07-13,2025-09-06,10800.0,6065.500349981486,66562.04219096708,0.0,45464.542147658045,0.0,45464.542147658045,12916.806053477365,14723.662588333333,13407.915109156382
2025-09-08,2025-09-07,2025-07-14,2025-09-07,6065.500349981486,5183.792445018518,67645.01883312756,0.0,45231.99986173161,0.0,45231.99986173161,17653.046959506166,15092.505151666666,5688.90749195472
2025-09-09,2025-09-08,2025-07-15,2025-09-08,5183.792445018518,5036.054403648147,69200.48220777778,0.0,45472.23620206808,0.0,45472.23620206808,17705.042719465022,14474.04884,12866.654061646084
2025-09-10,2025-09-09,2025-07-16,2025-09-09,5036.054403648147,4925.388771666669,68644.40407972407,386.1588093499987,45928.18963521201,2016.3612108504763,47944.550846062484,20057.91900355967,16346.513461666666,4003.158697181074
2025-09-11,2025-09-10,2025-07-17,2025-09-10,4925.388771666669,4344.867951703706,69732.24345539094,0.0,45715.209678071704,0.0,45715.209678071704,17652.91316711934,14821.328403333337,13404.572908271603
2025-09-12,2025-09-11,2025-07-18,2025-09-11,4344.867951703706,4678.825917685184,35275.49227013333,0.0,17460.97552048709,0.0,17460.97552048709,13708.774048456786,10803.544809866667,20818.606831543213
2025-09-13,2025-09-12,2025-07-19,2025-09-12,4678.825917685184,10800.0,44411.79468741667,0.0,20539.80703371886,0.0,20539.80703371886,19643.77212644033,10402.398748333331,27163.319825976338
2025-09-14,2025-09-13,2025-07-20,2025-09-13,10800.0,4504.777201925927,62317.03435644033,0.0,43005.41583279846,0.0,43005.41583279846,12858.308150288065,16080.93012,5440.331576152268
2025-09-15,2025-09-14,2025-07-21,2025-09-14,4504.777201925927,3496.152976537038,66811.98751639918,1.1717666666667128,43715.67843197257,7.876615533333644,43723.555047505906,18659.671078786007,16022.095376666664,9108.552947613169
2025-09-16,2025-09-15,2025-07-22,2025-09-15,3496.152976537038,2455.045809111113,65777.23090331277,0.0,43913.60570002088,0.0,43913.60570002088,18296.72889010288,15757.346851666665,3746.0788815432215
2025-09-17,2025-09-16,2025-07-23,2025-09-16,2455.045809111113,3340.1083358333362,68676.94389438273,26.68032391666463,44800.03197201657,131.6496844204069,44931.68165643698,21472.314498106993,16596.018469416667,3867.209789609057
2025-09-18,2025-09-17,2025-07-24,2025-09-17,3340.1083358333362,2450.3273222777793,67244.71976047325,0.0,43718.393385850664,0.0,43718.393385850664,19152.996163950607,16314.729804999999,5450.402284855971
2025-09-19,2025-09-18,2025-07-25,2025-09-18,2450.3273222777793,3327.7621573333336,34179.37757757201,0.0,16189.546669516401,0.0,16189.546669516401,14626.439491625513,11057.724636666668,14509.310405946502
2025-09-20,2025-09-19,2025-07-26,2025-09-19,3327.7621573333336,10800.0,43184.25375606996,0.0,18922.8416313521,0.0,18922.8416313521,22498.788792263367,11499.004863333332,16539.036093806586
2025-09-21,2025-09-20,2025-07-27,2025-09-20,10800.0,3357.315663962964,62325.09790884775,0.0,42960.60120134427,0.0,42960.60120134427,10643.164513456788,15319.379158333335,8713.82507039095
2025-09-22,2025-09-21,2025-07-28,2025-09-21,3357.315663962964,3118.6238541851867,68700.66350325104,19.555900000000065,44898.41878619492,128.01369518333377,45026.43248137825,20421.888694897116,16756.552471666662,4440.863296687244
2025-09-23,2025-09-22,2025-07-29,2025-09-22,3118.6238541851867,2559.5268394567906,68342.60267788067,153.62457687777712,44671.70369938858,965.1165224610431,45636.82022184962,20332.64936814815,16972.633301455557,3019.595604732511
2025-09-24,2025-09-23,2025-07-30,2025-09-23,2559.5268394567906,2799.6595527222235,69136.22614916324,109.3869773666678,44845.20658556612,536.1741864377057,45381.380772003824,21218.368408936898,16970.758969299997,3934.778586893004
2025-09-25,2025-09-24,2025-07-31,2025-09-24,2799.6595527222235,1623.9800944444466,67685.63774722224,15.37166666666667,44234.04424941407,106.25664583333337,44340.300895247405,19047.169988744856,16486.319203333333,4804.709728477364
2025-09-26,2025-09-25,2025-08-01,2025-09-25,1623.9800944444466,3046.3092906296342,34584.01594921811,0.0,15509.878869917493,0.0,15509.878869917493,15873.101388765426,11577.115848333331,12593.786908786009
2025-09-27,2025-09-26,2025-08-02,2025-09-26,3046.3092906296342,10204.648385314817,42153.080151707814,0.0,18749.380574799136,0.0,18749.380574799136,23475.376049650196,12572.549414999998,13448.951267057617
2025-09-28,2025-09-27,2025-08-03,2025-09-27,10204.648385314817,4018.697894740742,64007.680085432105,5.868333333333453,43593.15832798475,40.07191416666748,43633.23024215142,15033.524314999997,17744.510136666664,3236.905073765435
2025-09-29,2025-09-28,2025-08-04,2025-09-28,4018.697894740742,3786.4371065452674,70274.6235764609,213.40452135740503,45815.21100744011,1383.8221983735318,47199.03320581365,21522.073540246907,17641.914276975927,3847.97723454733
2025-09-30,2025-09-29,2025-08-05,2025-09-29,3786.4371065452674,3119.6714350226343,70213.72022196616,275.354790203702,46181.46313411597,1549.5090308312788,47730.97216494725,21247.24768365341,17810.35972812963,1630.01228997942
2025-10-01,2025-09-30,2025-08-06,2025-09-30,3119.6714350226343,4574.364120074075,71093.96555102422,0.0,44243.741577354696,0.0,44243.741577354696,19366.283143884313,14377.46593,16443.62680380658
2025-10-02,2025-10-01,2025-08-07,2025-10-01,4574.364120074075,4009.315301333333,65702.6403586214,0.0,41603.51666195937,0.0,41603.51666195937,18113.761966831276,15180.691130000001,11038.786405123454
2025-10-03,2025-10-02,2025-08-08,2025-10-02,4009.315301333333,4506.0064030925905,30968.92417277778,0.0,13333.853869643777,0.0,13333.853869643777,14055.731170679011,10938.120256666667,20034.159558765437
2025-10-04,2025-10-03,2025-08-09,2025-10-03,4506.0064030925905,10800.0,39972.35739263375,73.11451933333299,16816.346338181174,226.25288007699893,17042.599218258172,21001.20110026749,11346.378653999998,17294.667032366255
2025-10-05,2025-10-04,2025-08-10,2025-10-04,10800.0,6445.680893074077,59110.53116594651,0.0,38741.39921615721,0.0,38741.39921615721,14749.788335925925,15866.215748333332,5490.997511687243
2025-10-06,2025-10-05,2025-08-11,2025-10-05,6445.680893074077,4863.326453111111,60977.747292633736,0.0,40578.6460488758,0.0,40578.6460488758,17997.070908271602,16001.746431666666,1249.3135660288021
2025-10-07,2025-10-06,2025-08-12,2025-10-06,4863.326453111111,5800.544498777777,65172.798807572006,165.48393568333512,41754.639726431495,866.9475040506346,42621.58723048213,20909.143831790116,16092.910262650003,2750.4861741152276
2025-10-08,2025-10-07,2025-08-13,2025-10-07,5800.544498777777,4696.653234481482,63529.170423950614,0.0,40619.509769376935,0.0,40619.509769376935,18922.912685761316,16321.061413333333,4448.82348485596
2025-10-09,2025-10-08,2025-08-14,2025-10-08,4696.653234481482,2473.1576433703717,62576.1820667284,0.0,40084.31676008581,0.0,40084.31676008581,17719.514081893005,16353.95243833333,5450.63873983539
2025-10-10,2025-10-09,2025-08-15,2025-10-09,2473.1576433703717,5145.420627962965,33918.14204742799,140.54016821666562,13797.86273972819,439.1564149917131,14237.019154719905,18093.233468621394,12250.482423450001,18872.32025380659
2025-10-11,2025-10-10,2025-08-16,2025-10-10,5145.420627962965,10798.901666666667,38585.99562454732,0.0,15760.211264488436,0.0,15760.211264488436,21562.023254938267,12377.105901666666,15294.76468794239
2025-10-12,2025-10-11,2025-08-17,2025-10-11,10798.901666666667,7264.950149314816,61776.31816633745,20.92993333333345,39683.150267427496,105.12059016666726,39788.270857594165,16750.48702804526,16748.450858333334,3280.2559466255207
2025-10-13,2025-10-12,2025-08-18,2025-10-12,7264.950149314816,4511.417735685185,62707.059877983535,0.0,40524.684313037906,0.0,40524.684313037906,16923.10671325102,16185.895609999998,4942.453474732514
2025-10-14,2025-10-13,2025-08-19,2025-10-13,4511.417735685185,4355.948295425925,65567.11075639917,388.92340190000135,42082.72233149789,2026.8446760302575,44109.567007528145,20487.432029053496,16734.742439766665,1429.5152856790114
2025-10-15,2025-10-14,2025-08-20,2025-10-14,4355.948295425925,5138.130027765431,67093.01201623457,103.58269150555452,42013.01707539997,671.2726306796787,42684.289706079646,22677.079141069953,17664.470545161115,263.96246183127704
2025-10-16,2025-10-15,2025-08-21,2025-10-15,5138.130027765431,1739.5237838683129,63561.25347067215,1585.7586903314852,41054.093287199124,10150.548001233634,51204.64128843276,18096.174366454048,17716.64685633518,1801.0117008847749
2025-10-17,2025-10-16,2025-08-22,2025-10-16,1739.5237838683129,3583.89451144856,33906.813806833554,124.45742612037282,13817.923127956177,530.1886352727881,14348.111763228966,17906.52666712163,12844.352945546298,12964.898194711932
2025-10-18,2025-10-17,2025-08-23,2025-10-17,3583.89451144856,10582.854127833336,39970.19026246456,0.0,15922.95052903756,0.0,15922.95052903756,23414.826137546865,12666.945516666665,13145.716374917698
2025-10-19,2025-10-18,2025-08-24,2025-10-18,10582.854127833336,7296.688019236626,66410.78168446501,907.0173445629626,43016.16083395685,5931.581858591319,48947.74269254817,18262.14376670781,17749.885948770374,2919.8186777572073
2025-10-20,2025-10-19,2025-08-25,2025-10-19,7296.688019236626,5093.177779823044,68755.19513014861,778.868063107402,44089.1132529123,4248.493766289786,48337.607019202085,19509.655314510746,17785.980020225932,3369.6055323045275
2025-10-21,2025-10-20,2025-08-26,2025-10-20,5093.177779823044,6586.630500981481,72968.05396564929,242.28176666666155,46624.34162739178,1263.3055912166396,47887.64721860842,24186.280877418845,18246.780061666665,808.2535665637802
2025-10-22,2025-10-21,2025-08-27,2025-10-21,6586.630500981481,7041.118014000001,71900.59245934157,1550.7110900333314,45501.39497983408,9064.561019180146,54565.95599901422,22698.014983559675,17976.353374966668,3174.7452407818887
2025-10-23,2025-10-22,2025-08-28,2025-10-22,7041.118014000001,1326.7587379053505,65788.33635263375,322.8322196148142,42966.573509316586,2077.4253332213293,45043.99884253791,15955.796049670771,18067.118148718517,4842.993637962969
2025-10-24,2025-10-23,2025-08-29,2025-10-23,1326.7587379053505,2769.0479718106994,33835.52745228624,780.8304128796317,13759.606180571762,3540.628841720778,17300.235022292538,18399.011167862373,13605.138735453702,11402.434716090534
