date,train_end_date,residual_history_start_date,residual_history_end_date,soc_open_kwh,soc_close_kwh,original_purchase_kwh,effective_purchase_kwh,upward_adjustment_kwh,downward_adjustment_kwh,emergency_purchase_kwh,base_plan_cost_yuan,downward_credit_yuan,upward_adjustment_cost_yuan,normal_settlement_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,surplus_discard_kwh,net_adjustment_cost_yuan,gross_adjustment_fee_yuan,settlement_kind,downward_component_yuan
2025-05-02,2025-05-01,2025-03-07,2025-05-01,1890.333938728394,2166.4537123518508,28802.998618539095,28802.998618539095,0.0,0.0,1096.6517921,14535.248855417874,0.0,0.0,14535.248855417874,6170.346191647934,20705.59504706581,14088.030621735255,11162.797007344445,12684.09671291495,0.0,0.0,refund,0.0
2025-05-03,2025-05-02,2025-03-08,2025-05-02,2166.4537123518508,8379.859683592591,34243.49380476681,34243.49380476681,0.0,0.0,1458.8491405555524,16388.770214686345,0.0,0.0,16388.770214686345,8178.751047542203,24567.521262228547,19940.16288642661,10559.466563888891,17454.474972784636,0.0,0.0,refund,0.0
2025-05-04,2025-05-03,2025-03-09,2025-05-03,8379.859683592591,8209.303464407407,60255.65351048697,60255.65351048697,0.0,0.0,1331.0210388888904,35585.72645944389,0.0,0.0,35585.72645944389,8308.393170400286,43894.11962984418,17256.460973196154,14131.233985555553,6726.780228401929,0.0,0.0,refund,0.0
2025-05-05,2025-05-04,2025-03-10,2025-05-04,8209.303464407407,8247.803668925926,62428.55783510287,62428.55783510287,0.0,0.0,918.575419444443,37457.24162776753,0.0,0.0,37457.24162776753,5908.440920256101,43365.68254802363,19591.40693917695,15834.389436666668,4514.108952037033,0.0,0.0,refund,0.0
2025-05-06,2025-05-05,2025-03-11,2025-05-05,8247.803668925926,8056.609096407406,53262.888515850485,53262.888515850485,0.0,0.0,3079.1810246166538,32036.33596344376,0.0,0.0,32036.33596344376,18660.046706265748,50696.38266970951,19127.94018807271,15665.706667605567,9.753653333333546,0.0,0.0,refund,0.0
2025-05-07,2025-05-06,2025-03-12,2025-05-06,8056.609096407406,8229.161317611113,57165.5576090535,57165.5576090535,0.0,0.0,1955.584032299995,34520.12779490206,0.0,0.0,34520.12779490206,12898.190619819134,47418.31841472119,19720.985354053504,15818.701137700004,151.01147500000025,0.0,0.0,refund,0.0
2025-05-08,2025-05-07,2025-03-13,2025-05-07,8229.161317611113,2690.5902094781286,58495.096686700956,58495.096686700956,0.0,0.0,737.2489669333321,35400.95289633961,0.0,0.0,35400.95289633961,4524.02948571955,39924.982382059155,13273.588255905344,15736.320484603017,5868.565482331962,0.0,0.0,refund,0.0
2025-05-09,2025-05-08,2025-03-14,2025-05-08,2690.5902094781286,3043.6444884259263,27778.705442225946,27778.705442225946,0.0,0.0,748.0739438888876,14014.502714405337,0.0,0.0,14014.502714405335,4396.086532019713,18410.589246425046,13513.314213234176,10628.035661666665,17142.114984547326,0.0,0.0,refund,0.0
2025-05-10,2025-05-09,2025-03-15,2025-05-09,3043.6444884259263,8425.124880666666,33797.03778258643,33797.03778258643,0.0,0.0,689.9923729277773,16559.575496520345,0.0,0.0,16559.575496520345,4050.791164762509,20610.366661282857,18876.80287589849,10446.87797646111,13936.059972743482,0.0,0.0,refund,0.0
2025-05-11,2025-05-10,2025-03-16,2025-05-10,8425.124880666666,8441.897700314814,62715.480794403295,62715.480794403295,0.0,0.0,1002.4238512555537,36934.59706948518,0.0,0.0,36934.59706948518,6944.773233001415,43879.37030248659,18831.764722613174,15238.633887633336,4640.694727345673,0.0,0.0,refund,0.0
2025-05-12,2025-05-11,2025-03-17,2025-05-11,8441.897700314814,8676.020788629628,55222.80482734569,55222.80482734569,0.0,0.0,1183.4478777777763,33253.038638457074,0.0,0.0,33253.03863845708,8063.85890973638,41316.89754819346,17438.98300553498,13914.865455000003,950.9399212551465,0.0,0.0,refund,0.0
2025-05-13,2025-05-12,2025-03-18,2025-05-12,8676.020788629628,8715.2044575,64895.38579175583,64895.38579175583,0.0,0.0,621.6534788055593,38120.37857965209,0.0,0.0,38120.37857965209,4176.90035829358,42297.27893794567,17805.215954540465,14386.959621194443,8969.570170548695,0.0,0.0,refund,0.0
2025-05-14,2025-05-13,2025-03-19,2025-05-13,8715.2044575,8508.274995753087,62660.22664314958,62660.22664314958,0.0,0.0,0.0,37990.189841754545,0.0,0.0,37990.189841754545,0.0,37990.189841754545,18134.158638244175,14874.905012550002,6386.824234122083,0.0,0.0,refund,0.0
2025-05-15,2025-05-14,2025-03-20,2025-05-14,8508.274995753087,3171.478799506172,54733.27158660494,54733.27158660494,0.0,0.0,0.0,35481.549823612964,0.0,0.0,35481.549823612964,0.0,35481.549823612964,12660.377271659809,15058.022166666666,4365.858198278465,0.0,0.0,refund,0.0
2025-05-16,2025-05-15,2025-03-21,2025-05-15,3171.478799506172,2847.274276907407,27390.887947467767,27390.887947467767,0.0,0.0,0.0,14740.642815889329,0.0,0.0,14740.642815889329,0.0,14740.642815889329,12182.741131406034,10159.804386777776,22652.444669506174,0.0,0.0,refund,0.0
2025-05-17,2025-05-16,2025-03-22,2025-05-16,2847.274276907407,8780.186781419754,34637.67202133889,34637.67202133889,0.0,0.0,0.0,17657.828622762332,0.0,0.0,17657.828622762332,0.0,17657.828622762332,19128.38775919067,10154.372830883334,15214.858009698217,0.0,0.0,refund,0.0
2025-05-18,2025-05-17,2025-03-23,2025-05-17,8780.186781419754,9084.093729092592,66758.54399071331,66758.54399071331,0.0,0.0,5.2366666666667925,39841.90404534809,0.0,0.0,39841.90404534809,35.31869833333418,39877.22274368142,18685.065448717418,14861.386760555555,9263.93386921811,0.0,0.0,refund,0.0
2025-05-19,2025-05-18,2025-03-24,2025-05-18,9084.093729092592,8783.732023537037,59671.833978559676,59671.833978559676,0.0,0.0,67.00333333333344,35869.55425168605,0.0,0.0,35869.55425168606,451.90398166666745,36321.45823335272,17192.702499314128,14196.414559444444,9227.332822023318,0.0,0.0,refund,0.0
2025-05-20,2025-05-19,2025-03-25,2025-05-19,8783.732023537037,8731.253410561729,59633.79787563079,59633.79787563079,0.0,0.0,0.0,35994.74933064528,0.0,0.0,35994.749330645274,0.0,35994.749330645274,18599.64083866289,15112.939830994721,1619.7020512959516,0.0,0.0,refund,0.0
2025-05-21,2025-05-20,2025-03-26,2025-05-20,8731.253410561729,8607.984575574073,55796.15302826474,55796.15302826474,0.0,0.0,38.89006718175722,34523.79525005647,0.0,0.0,34523.79525005648,205.44659318660536,34729.241843243086,17685.417350631004,14436.1300055,1223.1404669821654,0.0,0.0,refund,0.0
2025-05-22,2025-05-21,2025-03-27,2025-05-21,8607.984575574073,3348.3500529259254,51977.561212037035,51977.561212037035,0.0,0.0,2.57000000000005,33567.11303649681,0.0,0.0,33567.11303649681,17.333365000000338,33584.44640149681,11817.028190198907,14305.463904444445,3651.936109615912,0.0,0.0,refund,0.0
2025-05-23,2025-05-22,2025-03-28,2025-05-22,3348.3500529259254,3327.1743119197567,27012.535480535393,27012.535480535393,0.0,0.0,0.0,14368.99054434897,0.0,0.0,14368.99054434897,0.0,14368.99054434897,12317.59686235254,9996.31162541111,18270.30136026063,0.0,0.0,refund,0.0
2025-05-24,2025-05-23,2025-03-29,2025-05-23,3327.1743119197567,9723.151565265434,34897.731662605554,34897.731662605554,0.0,0.0,0.0,18169.465261562786,0.0,0.0,18169.465261562786,0.0,18169.465261562786,19112.594398991772,9724.821935172224,21755.457815452675,0.0,0.0,refund,0.0
2025-05-25,2025-05-24,2025-03-30,2025-05-24,9723.151565265434,9310.860667148148,60399.780495274346,60399.780495274346,0.0,0.0,0.0,36622.59364482414,0.0,0.0,36622.59364482414,0.0,36622.59364482414,15986.21661114541,13319.897263333334,9188.450964128935,0.0,0.0,refund,0.0
2025-05-26,2025-05-25,2025-03-31,2025-05-25,9310.860667148148,8845.407940333333,58536.46910995885,58536.46910995885,0.0,0.0,210.06595866666726,36063.573160200496,0.0,0.0,36063.573160200496,1465.4201276586707,37528.993287859164,17888.26142246914,14908.399206333333,1186.8399024897076,0.0,0.0,refund,0.0
2025-05-27,2025-05-26,2025-04-01,2025-05-26,8845.407940333333,9191.386104407406,55728.27146492456,55728.27146492456,0.0,0.0,0.0,34712.775617940046,0.0,0.0,34712.775617940046,0.0,34712.775617940046,17767.219918930045,14080.067786666667,2650.7520326611793,0.0,0.0,refund,0.0
2025-05-28,2025-05-27,2025-04-02,2025-05-27,9191.386104407406,9470.311981314817,63948.62765404665,63948.62765404665,0.0,0.0,0.0,38420.17674942753,0.0,0.0,38420.17674942753,0.0,38420.17674942753,18256.545280240058,14536.768387777778,7955.026661584357,0.0,0.0,refund,0.0
2025-05-29,2025-05-28,2025-04-03,2025-05-28,9470.311981314817,3281.973076222221,55115.687298477365,55115.687298477365,0.0,0.0,17.817433333333497,34742.37255567802,0.0,0.0,34742.37255567802,119.77769558333443,34862.15025126135,11919.325999828528,15224.15907444444,4328.214306426611,0.0,0.0,refund,0.0
2025-05-30,2025-05-29,2025-04-04,2025-05-29,3281.973076222221,3851.706749703705,27929.067935549523,27929.067935549523,0.0,0.0,0.0,15295.776139423904,0.0,0.0,15295.776139423902,0.0,15295.776139423902,12710.260522990398,9782.550717488888,18405.124863381345,0.0,0.0,refund,0.0
2025-05-31,2025-05-30,2025-04-05,2025-05-30,3851.706749703705,9829.379909765432,36954.24855026667,36954.24855026667,0.0,0.0,0.0,19744.671423932043,0.0,0.0,19744.671423932043,0.0,19744.671423932043,18584.033619903974,9673.161388066665,19654.19476842936,0.0,0.0,refund,0.0
2025-06-01,2025-05-31,2025-04-06,2025-05-31,9829.379909765432,7780.912138777779,78199.42427210562,78199.42427210562,0.0,0.0,1155.8573611111128,48040.419699493104,0.0,0.0,48040.41969949311,7070.6216581944545,55111.041357687565,20263.07406515775,18256.710986666665,6124.092254725645,0.0,0.0,refund,0.0
2025-06-02,2025-06-01,2025-04-07,2025-06-01,7780.912138777779,7713.998595796296,81491.41994486284,81491.41994486284,0.0,0.0,1537.513338333335,50226.23315425409,0.0,0.0,50226.23315425409,9953.048486238346,60179.281640492445,20701.578326423558,16828.50063308642,10515.04813985902,0.0,0.0,refund,0.0
2025-06-03,2025-06-02,2025-04-08,2025-06-02,7713.998595796296,7933.69700088889,75481.94229783189,75481.94229783189,0.0,0.0,2075.482841111113,46037.24830492417,0.0,0.0,46037.24830492417,13486.804815066402,59524.05311999057,21226.867998326474,16996.034514061106,5134.224821344307,0.0,0.0,refund,0.0
2025-06-04,2025-06-03,2025-04-09,2025-06-03,7933.69700088889,7898.992887166666,85859.36537982167,85859.36537982167,0.0,0.0,927.0763302833316,53181.44546304816,0.0,0.0,53181.44546304816,5907.725698849857,59089.17116189802,19251.039596886145,15624.575775827778,13514.717072379968,0.0,0.0,refund,0.0
2025-06-05,2025-06-04,2025-04-10,2025-06-04,7898.992887166666,1560.7542911296289,67947.0765410965,67947.0765410965,0.0,0.0,2764.959525272226,42234.73643822185,0.0,0.0,42234.736438221844,18148.479049406356,60383.2154876282,16174.04833721536,18805.393889577772,2194.0636020644765,0.0,0.0,refund,0.0
2025-06-06,2025-06-05,2025-04-11,2025-06-05,1560.7542911296289,1950.449848969135,35102.93342185872,35102.93342185872,0.0,0.0,1578.604426570779,19693.443318676065,0.0,0.0,19693.44331867607,8874.721527866357,28568.164846542426,14937.104448751712,11748.328601433332,2637.7666011111132,0.0,0.0,refund,0.0
2025-06-07,2025-06-06,2025-04-12,2025-06-06,1950.449848969135,8074.991666962962,46620.06392465706,46620.06392465706,0.0,0.0,1255.0864225055564,23969.97412804183,0.0,0.0,23969.97412804183,8581.113017657475,32551.087145699308,20646.56832828532,11211.632709716667,7313.701561927293,0.0,0.0,refund,0.0
2025-06-08,2025-06-07,2025-04-13,2025-06-07,8074.991666962962,8405.154181944441,75838.70513822036,75838.70513822036,0.0,0.0,915.5213394555561,46449.95142836774,0.0,0.0,46449.951428367734,6351.121178669665,52801.0726070374,18281.5195000823,14510.884531583331,7798.668242510294,0.0,0.0,refund,0.0
2025-06-09,2025-06-08,2025-04-14,2025-06-08,8405.154181944441,8564.298466425926,84216.00393346364,84216.00393346364,0.0,0.0,94.39153333333354,52922.03364497282,0.0,0.0,52922.03364497283,636.5222218333347,53558.55586680616,20272.60623447188,16277.58119388889,9382.657692880655,0.0,0.0,refund,0.0
2025-06-10,2025-06-09,2025-04-15,2025-06-09,8564.298466425926,8678.554708462965,78456.26751739177,78456.26751739177,0.0,0.0,9.518935000000283,48602.548479863246,0.0,0.0,48602.54847986324,64.31577032416858,48666.864250187406,22468.640608353908,18096.768274933333,2475.4698856378627,0.0,0.0,refund,0.0
2025-06-11,2025-06-10,2025-04-16,2025-06-10,8678.554708462965,8878.51760488889,83928.59128398003,83928.59128398003,0.0,0.0,133.25518537777936,53166.91433788969,0.0,0.0,53166.91433788969,741.5280041159854,53908.44234200567,23633.83277807955,18963.43794346111,3307.005318072704,0.0,0.0,refund,0.0
2025-06-12,2025-06-11,2025-04-17,2025-06-11,8878.51760488889,3438.6579984691375,75768.03542975307,75768.03542975307,0.0,0.0,0.0,48916.95251458542,0.0,0.0,48916.95251458541,0.0,48916.95251458541,14714.433847462285,16814.565062222224,5415.775211179685,0.0,0.0,refund,0.0
2025-06-13,2025-06-12,2025-04-18,2025-06-12,3438.6579984691375,3377.580139259259,35429.07987146776,35429.07987146776,0.0,0.0,0.0,20414.428974534647,0.0,0.0,20414.428974534647,0.0,20414.428974534647,13386.39194518518,10897.94754888889,4595.321775171469,0.0,0.0,refund,0.0
2025-06-14,2025-06-13,2025-04-19,2025-06-13,3377.580139259259,9119.88055417901,42685.18146332647,42685.18146332647,0.0,0.0,0.0,23727.48392689379,0.0,0.0,23727.48392689379,0.0,23727.48392689379,19057.845050185184,10268.784117222223,7702.777780363515,0.0,0.0,refund,0.0
2025-06-15,2025-06-14,2025-04-20,2025-06-14,9119.88055417901,9897.225813074076,78499.0395777915,78499.0395777915,0.0,0.0,0.0,49214.25224685978,0.0,0.0,49214.25224685979,0.0,49214.25224685979,22937.52455377915,17879.784155555553,2814.32484623457,0.0,0.0,refund,0.0
2025-06-16,2025-06-15,2025-04-21,2025-06-15,9897.225813074076,9645.825654777778,81021.41118929615,81021.41118929615,0.0,0.0,230.3048316777817,51060.24778693703,0.0,0.0,51060.24778693703,1138.9559225706798,52199.2037095077,22436.380409163234,18399.728273888883,4521.011069032922,0.0,0.0,refund,0.0
2025-06-17,2025-06-16,2025-04-22,2025-06-16,9645.825654777778,9476.206022277776,82987.7335257956,82987.7335257956,0.0,0.0,18.42167500000005,52332.58038467364,0.0,0.0,52332.58038467364,124.18972201250034,52456.77010668614,22333.747727949245,18242.993328888886,4278.38958506858,0.0,0.0,refund,0.0
2025-06-18,2025-06-17,2025-04-23,2025-06-17,9476.206022277776,9764.255594907407,84013.28589806583,84013.28589806583,0.0,0.0,0.0,52711.86531570161,0.0,0.0,52711.86531570161,0.0,52711.86531570161,20294.375243251023,16179.199331666669,8969.719086481484,0.0,0.0,refund,0.0
2025-06-19,2025-06-18,2025-04-24,2025-06-18,9764.255594907407,3984.8301169366728,72726.6181158642,72726.6181158642,0.0,0.0,30.32339166666668,46883.08257514554,0.0,0.0,46883.08257514555,204.42514492083342,47087.50772006638,13109.419155884772,15820.112446440326,7208.130598086422,0.0,0.0,refund,0.0
2025-06-20,2025-06-19,2025-04-25,2025-06-19,3984.8301169366728,4710.230432746914,36210.27439092297,36210.27439092297,0.0,0.0,0.0,21806.084310389968,0.0,0.0,21806.084310389968,0.0,21806.084310389968,12803.22195888203,9717.749502465227,10724.22108450617,0.0,0.0,refund,0.0
2025-06-21,2025-06-20,2025-04-26,2025-06-20,4710.230432746914,10562.475977345683,41838.79078663889,41838.79078663889,0.0,0.0,0.0,23772.230800613503,0.0,0.0,23772.2308006135,0.0,23772.2308006135,19422.498833539095,10465.203065027774,13546.754618127574,0.0,0.0,refund,0.0
2025-06-22,2025-06-21,2025-04-27,2025-06-21,10562.475977345683,10124.852638907409,77362.97919266802,77362.97919266802,0.0,0.0,0.0,48274.99497850243,0.0,0.0,48274.99497850242,0.0,48274.99497850242,19671.063847551435,16327.42272111111,6561.9969662277,0.0,0.0,refund,0.0
2025-06-23,2025-06-22,2025-04-28,2025-06-22,10124.852638907409,10063.282098407408,78821.0771644662,78821.0771644662,0.0,0.0,0.0,50252.80672476918,0.0,0.0,50252.80672476918,0.0,50252.80672476918,19642.3003585871,15965.676776905555,8083.167582784641,0.0,0.0,refund,0.0
2025-06-24,2025-06-23,2025-04-29,2025-06-23,10063.282098407408,10114.880735462963,90222.17956010287,90222.17956010287,0.0,0.0,0.0,57863.831686955586,0.0,0.0,57863.831686955586,0.0,57863.831686955586,21593.11746709876,17443.986375,9804.256218004115,0.0,0.0,refund,0.0
2025-06-25,2025-06-24,2025-04-30,2025-06-24,10114.880735462963,10143.124231111113,81137.36194888203,81137.36194888203,0.0,0.0,0.0,50787.548090103526,0.0,0.0,50787.548090103526,0.0,50787.548090103526,19616.082369650194,15863.607573333331,6947.465785898497,0.0,0.0,refund,0.0
2025-06-26,2025-06-25,2025-05-01,2025-06-25,10143.124231111113,4212.836325216052,70851.85563837449,70851.85563837449,0.0,0.0,0.0,46615.180498050766,0.0,0.0,46615.180498050766,0.0,46615.180498050766,12852.811762997255,15748.036643333333,6199.696685377228,0.0,0.0,refund,0.0
2025-06-27,2025-06-26,2025-05-02,2025-06-26,4212.836325216052,5204.135692790122,37722.17235133848,37722.17235133848,0.0,0.0,0.0,22755.20605122006,0.0,0.0,22755.20605122006,0.0,22755.20605122006,12573.628721858708,9292.469833888888,14669.36759670199,0.0,0.0,refund,0.0
2025-06-28,2025-06-27,2025-05-03,2025-06-27,5204.135692790122,10724.342689296294,42224.39916259999,42224.39916259999,0.0,0.0,0.0,24311.39366532259,0.0,0.0,24311.39366532259,0.0,24311.39366532259,19508.221268628255,10833.472930733333,11772.724708038411,0.0,0.0,refund,0.0
2025-06-29,2025-06-28,2025-05-04,2025-06-28,10724.342689296294,9647.1732417883,75860.61297096708,75860.61297096708,0.0,0.0,0.0,47692.04467537093,0.0,0.0,47692.04467537093,0.0,47692.04467537093,18411.140499314126,15882.476307201641,4064.180245521267,0.0,0.0,refund,0.0
2025-06-30,2025-06-29,2025-05-05,2025-06-29,9647.1732417883,10045.562193259258,83418.83975257404,83418.83975257404,0.0,0.0,0.0,52826.05273565806,0.0,0.0,52826.05273565805,0.0,52826.05273565805,19528.552383664577,15459.577374444443,9472.180760020576,0.0,0.0,refund,0.0
2025-07-01,2025-06-30,2025-05-06,2025-06-30,10045.562193259258,8061.7476792222205,73248.37583874486,73248.37583874486,0.0,0.0,7106.800819165835,45952.878459299835,0.0,0.0,45952.878459299835,43860.5074424622,89813.38590176204,17163.222915144033,15687.643623900005,13.05333333333374,0.0,0.0,refund,0.0
2025-07-02,2025-07-01,2025-05-07,2025-07-01,8061.7476792222205,7999.647356907408,71239.18236844309,71239.18236844309,0.0,0.0,5033.81024545555,44890.292808011916,0.0,0.0,44890.292808011916,32132.746714282588,77023.03952229451,17968.18879288752,14610.123212322227,10.160666666666657,0.0,0.0,refund,0.0
2025-07-03,2025-07-02,2025-05-08,2025-07-02,7999.647356907408,2019.3870279691355,73781.42580636489,73781.42580636489,0.0,0.0,3798.145624027785,47397.15459547595,0.0,0.0,47397.15459547595,21836.269085352782,69233.42368082872,15962.31325025377,18311.708028749996,168.54727555555587,0.0,0.0,refund,0.0
2025-07-04,2025-07-03,2025-05-09,2025-07-03,2019.3870279691355,1955.7578965679018,36643.215673120714,36643.215673120714,0.0,0.0,4458.409360416668,21109.85277096723,0.0,0.0,21109.85277096723,20369.611043982546,41479.46381494978,13247.548693676265,10787.780660138887,9760.989533333337,0.0,0.0,refund,0.0
2025-07-05,2025-07-04,2025-05-10,2025-07-04,1955.7578965679018,8135.356376907408,44714.11064288066,44714.11064288066,0.0,0.0,3819.989821277774,24673.46294077412,0.0,0.0,24673.46294077412,19285.51230300027,43958.97524377439,20018.652316769545,10653.469744277778,10378.837924999998,0.0,0.0,refund,0.0
2025-07-06,2025-07-05,2025-05-11,2025-07-05,8135.356376907408,8058.151703666667,74884.90456226372,74884.90456226372,0.0,0.0,8420.478377483334,47349.85304047553,0.0,0.0,47349.85304047554,53762.54294848614,101112.39598896168,18183.744167235942,14798.316981377777,125.97420388888918,0.0,0.0,refund,0.0
2025-07-07,2025-07-06,2025-05-12,2025-07-06,8058.151703666667,8137.535865666667,76201.35029071331,76201.35029071331,0.0,0.0,1954.836279183341,47788.83659139782,0.0,0.0,47788.83659139781,11838.574417382431,59627.41100878025,21041.954571268856,16972.53745692777,677.2866888888869,0.0,0.0,refund,0.0
2025-07-08,2025-07-07,2025-05-13,2025-07-07,8137.535865666667,8970.48554354321,86479.73204189815,86479.73204189815,0.0,0.0,69.09558666666669,54619.69854924931,0.0,0.0,54619.69854924931,470.98207558666684,55090.68062483597,21740.033447469137,16859.77238236111,6097.179546790121,0.0,0.0,refund,0.0
2025-07-09,2025-07-08,2025-05-14,2025-07-08,8970.48554354321,8876.991041512343,85822.21582513387,85822.21582513387,0.0,0.0,76.42593166666643,53909.54333249191,0.0,0.0,53909.54333249191,515.3312823583318,54424.87461485024,20754.335099993143,16895.15648282222,7980.738122962964,0.0,0.0,refund,0.0
2025-07-10,2025-07-09,2025-05-15,2025-07-09,8876.991041512343,3353.0995430061753,72556.73999144032,72556.73999144032,0.0,0.0,49.65599999999995,47630.72409566593,0.0,0.0,47630.72409566593,334.57315241666635,47965.2972480826,15714.510169012348,17700.255585555555,1738.5180246502036,0.0,0.0,refund,0.0
2025-07-11,2025-07-10,2025-05-16,2025-07-10,3353.0995430061753,3417.158957765432,43001.11239381344,43001.11239381344,0.0,0.0,168.24547481110898,26021.009256257254,0.0,0.0,26021.00925625725,659.944429713747,26680.953685970995,13846.989291666665,11158.407852966668,7961.999279924549,0.0,0.0,refund,0.0
2025-07-12,2025-07-11,2025-05-17,2025-07-11,3417.158957765432,8925.243971018519,48117.10778382716,48117.10778382716,0.0,0.0,0.0,27568.58636597952,0.0,0.0,27568.586365979525,0.0,27568.586365979525,19866.613573710565,11134.680482777778,8300.93135956104,0.0,0.0,refund,0.0
2025-07-13,2025-07-12,2025-05-18,2025-07-12,8925.243971018519,9131.872735722225,84944.39735601508,84944.39735601508,0.0,0.0,88.08293000000026,54582.450711671256,0.0,0.0,54582.450711671256,593.1913280016685,55175.64203967292,19848.916843497947,15891.656754999998,11807.49979751714,0.0,0.0,refund,0.0
2025-07-14,2025-07-13,2025-05-19,2025-07-13,9131.872735722225,8845.160474425926,80694.15902473938,80694.15902473938,0.0,0.0,304.0947929888898,50343.4724373105,0.0,0.0,50343.4724373105,2113.6681107246623,52457.14054803516,19247.7118836214,15848.687660899997,5791.550378340189,0.0,0.0,refund,0.0
2025-07-15,2025-07-14,2025-05-20,2025-07-14,8845.160474425926,10212.403715808645,89146.50009150205,89146.50009150205,0.0,0.0,0.0,56205.109384613,0.0,0.0,56205.109384613,0.0,56205.109384613,20150.198085761316,15091.141532222222,11338.392954629631,0.0,0.0,refund,0.0
2025-07-16,2025-07-15,2025-05-21,2025-07-15,10212.403715808645,10028.603062234568,83902.40184880658,83902.40184880658,0.0,0.0,0.0,54089.048283062235,0.0,0.0,54089.048283062235,0.0,54089.048283062235,18134.925353367624,14854.710124444446,8487.623236550062,0.0,0.0,refund,0.0
2025-07-17,2025-07-16,2025-05-22,2025-07-16,10028.603062234568,4669.74880617284,76251.05984776406,76251.05984776406,0.0,0.0,0.0,50012.68416003113,0.0,0.0,50012.68416003112,0.0,50012.68416003112,14219.208340315501,16340.527586111111,5651.963026893005,0.0,0.0,refund,0.0
2025-07-18,2025-07-17,2025-05-23,2025-07-17,4669.74880617284,5021.254289209878,46354.604861310014,46354.604861310014,0.0,0.0,0.0,28716.77433288626,0.0,0.0,28716.77433288626,0.0,28716.77433288626,13152.69148389575,10337.325167222223,12264.990444636489,0.0,0.0,refund,0.0
2025-07-19,2025-07-18,2025-05-24,2025-07-18,5021.254289209878,9763.53333980864,52411.00643846968,52411.00643846968,0.0,0.0,0.0,31523.79525322235,0.0,0.0,31523.79525322235,0.0,31523.79525322235,18937.547753422492,11071.362534733336,17362.002169780524,0.0,0.0,refund,0.0
2025-07-20,2025-07-19,2025-05-25,2025-07-19,9763.53333980864,10041.742679512348,88266.04549191345,88266.04549191345,0.0,0.0,0.0,55785.13198734007,0.0,0.0,55785.13198734007,0.0,55785.13198734007,18667.441807777777,14870.239458566663,12378.864926035663,0.0,0.0,refund,0.0
2025-07-21,2025-07-20,2025-05-26,2025-07-20,10041.742679512348,10202.841688623457,88966.48919187515,88966.48919187515,0.0,0.0,0.0,56794.014606091,0.0,0.0,56794.014606091,0.0,56794.014606091,19150.76532809328,15367.130807555553,11193.105321337442,0.0,0.0,refund,0.0
2025-07-22,2025-07-21,2025-05-27,2025-07-21,10202.841688623457,10555.621442956792,87273.72978673868,87273.72978673868,0.0,0.0,0.0,56057.42843308773,0.0,0.0,56057.42843308773,0.0,56057.42843308773,19637.65800310014,15589.001203611111,9429.92837058299,0.0,0.0,refund,0.0
2025-07-23,2025-07-22,2025-05-28,2025-07-22,10555.621442956792,10383.745127734568,97012.22213162552,97012.22213162552,0.0,0.0,0.0,62971.75892701017,0.0,0.0,62971.75892701017,0.0,62971.75892701017,17593.953189533604,14405.790767222225,19607.512592647465,0.0,0.0,refund,0.0
2025-07-24,2025-07-23,2025-05-29,2025-07-23,10383.745127734568,6210.904081450616,90365.50681664608,90365.50681664608,0.0,0.0,0.0,60070.71282854295,0.0,0.0,60070.71282854295,0.0,60070.71282854295,12516.592075459532,13893.99652277778,18126.439263964334,0.0,0.0,refund,0.0
2025-07-25,2025-07-24,2025-05-30,2025-07-24,6210.904081450616,6012.0729171604935,44674.15614432819,44674.15614432819,0.0,0.0,0.0,27774.28280170996,0.0,0.0,27774.282801709964,0.0,27774.282801709964,14109.224176165982,11607.419630555556,15667.032032051098,0.0,0.0,refund,0.0
2025-07-26,2025-07-25,2025-05-31,2025-07-25,6012.0729171604935,10475.5836818642,51084.1164981701,51084.1164981701,0.0,0.0,0.0,30280.63471777282,0.0,0.0,30280.63471777282,0.0,30280.63471777282,19062.072025253772,11423.11865222222,14976.071558471875,0.0,0.0,refund,0.0
2025-07-27,2025-07-26,2025-06-01,2025-07-26,10475.5836818642,10686.375780567905,88200.71743570644,88200.71743570644,0.0,0.0,0.0,56531.74469867439,0.0,0.0,56531.74469867439,0.0,56531.74469867439,19172.524342866942,15340.031828888888,10683.035121728386,0.0,0.0,refund,0.0
2025-07-28,2025-07-27,2025-06-02,2025-07-27,10686.375780567905,10621.32838777778,91086.45612783366,91086.45612783366,0.0,0.0,0.0,58539.779384201356,0.0,0.0,58539.779384201356,0.0,58539.779384201356,19687.559644396428,16005.46596547222,9449.485215576131,0.0,0.0,refund,0.0
2025-07-29,2025-07-28,2025-06-03,2025-07-28,10621.32838777778,10676.309814759261,89214.84140547873,89214.84140547873,0.0,0.0,0.0,57273.33576339099,0.0,0.0,57273.335763391,0.0,57273.335763391,19416.15410556242,15677.601541222222,9407.04289113854,0.0,0.0,refund,0.0
2025-07-30,2025-07-29,2025-06-04,2025-07-29,10676.309814759261,10800.0,82030.13407672838,82030.13407672838,0.0,0.0,0.0,52792.9316191043,0.0,0.0,52792.931619104296,0.0,52792.931619104296,19847.89311117283,15965.472253333333,4044.459168888892,0.0,0.0,refund,0.0
